"ResultsId","ExpId","1-Finished","1-FinishGain","1-MaxDuration","1-PotentialGain","1-RequiredAccuracy","1-StartGain","2-Finished","2-FinishGain","2-MaxDuration","2-PotentialGain","2-RequiredAccuracy","2-StartGain","3-1-1-Angle","3-1-1-Block","3-1-1-Coherence","3-1-1-CorrectResponse","3-1-1-IsCorrect","3-1-1-Order","3-1-1-Response","3-1-1-StartCorrect","3-1-1-StartDuration","3-1-1-StartScore","3-1-1-Time","3-1-2-Angle","3-1-2-Block","3-1-2-Coherence","3-1-2-CorrectResponse","3-1-2-IsCorrect","3-1-2-Order","3-1-2-Response","3-1-2-StartCorrect","3-1-2-StartDuration","3-1-2-StartScore","3-1-2-Time","3-1-3-Angle","3-1-3-Block","3-1-3-Coherence","3-1-3-CorrectResponse","3-1-3-IsCorrect","3-1-3-Order","3-1-3-Response","3-1-3-StartCorrect","3-1-3-StartDuration","3-1-3-StartScore","3-1-3-Time","3-1-4-Angle","3-1-4-Block","3-1-4-Coherence","3-1-4-CorrectResponse","3-1-4-IsCorrect","3-1-4-Order","3-1-4-Response","3-1-4-StartCorrect","3-1-4-StartDuration","3-1-4-StartScore","3-1-4-Time","3-1-5-Angle","3-1-5-Block","3-1-5-Coherence","3-1-5-CorrectResponse","3-1-5-IsCorrect","3-1-5-Order","3-1-5-Response","3-1-5-StartCorrect","3-1-5-StartDuration","3-1-5-StartScore","3-1-5-Time","3-1-6-Angle","3-1-6-Block","3-1-6-Coherence","3-1-6-CorrectResponse","3-1-6-IsCorrect","3-1-6-Order","3-1-6-Response","3-1-6-StartCorrect","3-1-6-StartDuration","3-1-6-StartScore","3-1-6-Time","3-1-7-Angle","3-1-7-Block","3-1-7-Coherence","3-1-7-CorrectResponse","3-1-7-IsCorrect","3-1-7-Order","3-1-7-Response","3-1-7-StartCorrect","3-1-7-StartDuration","3-1-7-StartScore","3-1-7-Time","3-1-8-Angle","3-1-8-Block","3-1-8-Coherence","3-1-8-CorrectResponse","3-1-8-IsCorrect","3-1-8-Order","3-1-8-Response","3-1-8-StartCorrect","3-1-8-StartDuration","3-1-8-StartScore","3-1-8-Time","3-Finished","3-FinishGain","3-MaxDuration","3-PotentialGain","3-RequiredAccuracy","3-StartGain","4-Finished","4-MaxDuration","4-PotentialGain","4-RequiredAccuracy","4-StartGain","age","blockorder","condition","country","finished","gainfinish","gainstart","gender","source","stage","started","Stats-Blank-Average","Stats-Blank-Max","Stats-Blank-Min","Stats-Blank-Stdev","subjectid","Tag","UserAgent","UpdatedIP","CreatedIP","Updated","Created",
"11115","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","6","1","3","8499.456000048667","","875","270","3","0.15","1","1","8","1","5","10325.728000025265","","782","270","3","0.20","1","1","4","1","1","6027.391999959946","","1356","270","3","0.25","1","1","3","1","0","4701.087999972515","","1319","90","3","0.10","2","0","2","1","0","3006.751999957487","","1692","90","3","0.15","2","-1","1","-1","0","0","","-1","90","3","0.20","2","1","5","2","2","7388.4159999433905","","1110","90","3","0.25","2","1","7","2","4","9381.344000110403","","941","1","0","0","0","0","0","0","0","0","0","0","48","[1,2,3,4]","1","USA","1","0","0","female","mturk","1","1","506.91","506.91","506.91","0","1077","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","174.52.3.43","174.52.3.43","02-03-2018 09:35:54","02-03-2018 09:33:53",
"11120","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","8","1","6","5633.108000271022","","1021","270","3","0.15","1","1","7","1","5","4366.49200017564","","1251","270","3","0.20","1","1","1","1","0","0","","616","270","3","0.25","1","1","6","1","4","3783.1820000428706","","585","90","3","0.10","2","0","3","1","2","1399.9439999461174","","635","90","3","0.15","2","1","2","2","1","616.6419999208301","","729","90","3","0.20","2","1","4","2","2","2033.2519998773932","","845","90","3","0.25","2","1","5","2","3","2899.883999954909","","865","1","0","0","0","0","0","0","0","0","0","0","32","[1,2,3,4]","2","United States","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1078","Study 4a","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36","67.249.176.44","67.249.176.44","02-03-2018 10:12:33","02-03-2018 10:11:09",
"11125","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","7","2","4","10049.598000012338","","1735","270","3","0.15","1","1","2","1","1","1449.9419999992824","","1927","270","3","0.20","1","1","1","1","0","0","","1445","270","3","0.25","1","1","3","1","2","3383.1980000031763","","1681","90","3","0.10","2","0","5","1","3","6783.062000009522","","2059","90","3","0.15","2","1","6","2","3","8849.64600000967","","1191","90","3","0.20","2","0","4","1","3","5066.4640000031795","","1705","90","3","0.25","2","0","8","1","4","11799.528000017744","","1003","1","0","0","0","0","0","0","0","0","0","0","34","[1,2,3,4]","2","USA","1","0","0","male","mturk","1","1","522.9","566.64","516.65","16.54","1079","Study 4a","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","73.84.80.57","73.84.80.57","02-03-2018 10:52:58","02-03-2018 10:50:28",
"11128","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","2","1","1","2383.975000000646","","2638","270","3","0.15","1","1","6","1","4","9819.374000002426","","2090","270","3","0.20","1","1","1","1","0","0","","2374","270","3","0.25","1","0","3","2","2","5018.042000001515","","1430","90","3","0.10","2","0","8","1","5","13703.676000002815","","1303","90","3","0.15","2","1","4","2","2","6451.790000000983","","2412","90","3","0.20","2","1","5","2","3","8869.07500000234","","948","90","3","0.25","2","0","7","1","5","11919.893000003867","","1775","1","0","0","0","0","0","0","0","0","0","0","35","[1,2,3,4]","1","The United States of America","1","0","0","male","mturk","1","1","500.19","500.34","500.07","0.09","1080","Study 4a","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.106 Safari/537.36","99.135.148.87","99.135.148.87","02-03-2018 11:05:25","02-03-2018 11:04:03",
"11132","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","2","2","0","1882.6560000889003","","1248","270","3","0.15","1","1","6","1","2","7515.248999930918","","1741","270","3","0.20","1","0","1","2","0","0","","1873","270","3","0.25","1","1","7","1","3","9264.624999836087","","2767","90","3","0.10","2","0","4","1","1","4165.85800005123","","1161","90","3","0.15","2","1","5","2","1","5332.242999691516","","2178","90","3","0.20","2","1","3","2","0","3132.70500022918","","1032","90","3","0.25","2","1","8","2","4","12047.50799946487","","711","1","0","0","0","0","0","0","0","0","0","0","25","[1,2,3,4]","1","usa","1","0","0","female","mturk","1","1","512.4","516.59","500.09","7.1","1081","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","98.250.238.150","98.250.238.150","02-03-2018 11:15:26","02-03-2018 11:14:27",
"11141","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","3","1","2","1763.503999914974","","659","270","3","0.15","1","0","7","2","4","4142.669999739155","","797","270","3","0.20","1","1","2","1","1","998.193999985233","","761","270","3","0.25","1","1","1","1","0","0","","986","90","3","0.10","2","0","5","1","3","3144.4689999334514","","604","90","3","0.15","2","0","8","1","4","4941.324999555945","","310","90","3","0.20","2","0","4","1","3","2429.0409998502582","","706","90","3","0.25","2","1","6","2","3","3760.0179999135435","","370","1","0","0","0","0","0","0","0","0","0","0","35","[1,2,3,4]","2","USA","1","0","0","female","mturk","1","1","515.67","515.73","515.49","0.07","1082","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36","107.137.187.23","107.137.187.23","02-03-2018 12:18:06","02-03-2018 12:17:13",
"11146","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","2","2","1","2240.7233580196043","","1100","270","3","0.15","1","1","1","1","0","0","","2234","270","3","0.20","1","1","4","1","2","4884.863966352932","","1420","270","3","0.25","1","1","5","1","3","6317.352129271851","","1614","90","3","0.10","2","1","6","2","4","7938.656128191738","","2345","90","3","0.15","2","1","3","2","1","3347.0709324773343","","1532","90","3","0.20","2","1","8","2","6","13062.838374528102","","2083","90","3","0.25","2","1","7","2","5","10292.098423261632","","2757","1","0","0","0","0","0","0","0","0","0","0","17","[1,2,3,4]","2","Australia","1","0","0","female","firstyear","1","1","502.4","515.76","500.4","5.05","1083","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.245","10.16.96.245","02-03-2018 14:04:18","02-03-2018 14:02:44",
"11148","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","3","1","2","2760.12376847415","","716","270","3","0.15","1","1","4","1","3","3481.8741081273183","","798","270","3","0.20","1","1","6","1","5","5243.641128703472","","528","270","3","0.25","1","1","1","1","0","0","","2058","90","3","0.10","2","1","5","2","4","4291.317649719887","","946","90","3","0.15","2","1","7","2","6","5778.620655997438","","590","90","3","0.20","2","1","8","2","7","6380.554742972614","","530","90","3","0.25","2","1","2","2","1","2074.8671853104897","","675","1","0","0","0","0","0","0","0","0","0","0","20","[1,2,3,4]","1","Australia","1","0","0","male","community","1","1","500.45","500.62","500.1","0.15","1084","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.79","10.16.97.79","02-03-2018 14:06:11","02-03-2018 14:04:24",
"11151","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","-1","4","-1","0","1097.0719553087256","","-1","270","3","0.15","1","1","7","1","0","8080.739676563244","","275","270","3","0.20","1","1","8","1","1","8365.343376173434","","119","270","3","0.25","1","0","5","2","0","4101.99644989855","","966","90","3","0.10","2","0","3","1","0","757.9262123620138","","325","90","3","0.15","2","-1","6","-1","0","5073.197902669752","","-1","90","3","0.20","2","0","2","1","0","454.32941131087136","","298","90","3","0.25","2","0","1","1","0","0","","447","1","0","0","0","0","0","0","0","0","0","0","21","[1,2,3,4]","2","Hong Kong ","1","0","0","male","firstyear","1","1","500.51","500.75","500.11","0.18","1085","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.205","10.16.96.205","02-03-2018 14:14:49","02-03-2018 14:11:55",
"11161","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","5","1","1","10652.594175652717","","1338","270","3","0.15","1","1","4","1","0","9015.698109546312","","1630","270","3","0.20","1","1","6","1","2","12005.089312093914","","2971","270","3","0.25","1","1","8","1","3","17635.40740944224","","1635","90","3","0.10","2","-1","3","-1","0","6009.642953268049","","-1","90","3","0.15","2","0","7","1","3","14981.127609203948","","2641","90","3","0.20","2","-1","1","-1","0","0","","-1","90","3","0.25","2","-1","2","-1","0","3004.0752487596764","","-1","1","0","0","0","0","0","0","0","0","0","0","30","[1,2,3,4]","2","Australia","1","0","0","male","firstyear","1","1","500.46","500.63","500.22","0.13","1088","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.54","10.16.97.54","02-03-2018 15:01:01","02-03-2018 14:58:48",
"11162","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","8","1","5","8954.520534654388","","667","270","3","0.15","1","1","4","1","1","4944.20454990452","","699","270","3","0.20","1","-1","1","-1","0","0","","-1","270","3","0.25","1","1","7","1","4","7814.395269960245","","1133","90","3","0.10","2","1","5","2","2","5648.940025260999","","1547","90","3","0.15","2","0","2","1","0","3005.2722572485145","","1342","90","3","0.20","2","1","6","2","3","7202.585483860581","","601","90","3","0.25","2","1","3","2","0","4357.723282622326","","580","1","0","0","0","0","0","0","0","0","0","0","18","[1,2,3,4]","1","Australia","1","0","0","male","firstyear","1","1","500.53","500.9","500.15","0.19","1089","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.245","10.16.96.245","02-03-2018 15:00:21","02-03-2018 14:59:19",
"11171","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","5","1","2","5202.778297310244","","800","270","3","0.15","1","-1","1","-1","0","0","","-1","270","3","0.20","1","0","7","2","3","7054.641892760701","","1510","270","3","0.25","1","0","6","2","3","6011.688311688311","","1028","90","3","0.10","2","1","2","2","0","3005.8032426619174","","703","90","3","0.15","2","1","8","2","3","8573.281354109436","","710","90","3","0.20","2","1","4","2","1","4401.38403450734","","792","90","3","0.25","2","0","3","1","1","3723.8827778881677","","662","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","2","Australia","1","0","0","female","community","1","1","504.43","517.05","500.04","7.24","1090","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.240","10.16.96.240","02-03-2018 15:25:35","02-03-2018 15:23:56",
"11172","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","4","2","2","7583.302891924133","","2192","270","3","0.15","1","1","3","1","1","5140.6138858415","","2437","270","3","0.20","1","0","6","2","2","11412.243992619252","","995","270","3","0.25","1","0","8","2","2","14888.535638658817","","876","90","3","0.10","2","1","2","2","0","2920.7302782042825","","2211","90","3","0.15","2","0","7","1","2","12414.256048001771","","2460","90","3","0.20","2","0","1","1","0","0","","2914","90","3","0.25","2","0","5","1","2","9790.062112164276","","1617","1","0","0","0","0","0","0","0","0","0","0","21","[1,2,3,4]","2","Singapore","1","0","0","female","community","1","1","500.45","500.64","500.24","0.12","1091","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.205","10.16.96.205","02-03-2018 15:25:57","02-03-2018 15:25:01",
"11173","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","4","1","2","5355.129193865461","","1327","270","3","0.15","1","1","5","1","3","6692.546742675724","","1140","270","3","0.20","1","1","8","1","6","9479.843348949536","","676","270","3","0.25","1","1","3","1","1","4212.995339102301","","1137","90","3","0.10","2","1","2","2","0","3006.575638546492","","1192","90","3","0.15","2","1","7","2","5","8707.127353937452","","766","90","3","0.20","2","1","6","2","4","7849.48973851456","","853","90","3","0.25","2","-1","1","-1","0","0","","-1","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","1","Malaysia","1","0","0","female","community","1","1","500.42","500.55","500.25","0.1","1092","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.79","10.16.97.79","02-03-2018 15:27:04","02-03-2018 15:25:40",
"11179","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","1","1","0","0","","1039","270","3","0.15","1","0","6","2","5","5957.175220361707","","747","270","3","0.20","1","1","7","1","5","6709.8373581259875","","1297","270","3","0.25","1","1","5","1","4","5203.342671296494","","749","90","3","0.10","2","1","2","2","1","1052.3303897221267","","1568","90","3","0.15","2","-1","8","-1","6","8013.293885163512","","-1","90","3","0.20","2","1","3","2","2","2625.464000135602","","1099","90","3","0.25","2","1","4","2","3","3729.4862405804597","","1468","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","2","India","1","0","0","male","firstyear","1","1","502.42","515.94","500.36","5.11","1093","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.245","10.16.96.245","02-03-2018 15:33:09","02-03-2018 15:31:56",
"11191","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","5","2","2","4467.659378357981","","697","270","3","0.15","1","1","6","1","2","5170.097779783166","","508","270","3","0.20","1","0","2","2","0","1519.3532898503253","","1001","270","3","0.25","1","0","8","2","4","6475.195017465572","","1583","90","3","0.10","2","0","1","1","0","0","","1512","90","3","0.15","2","1","7","2","3","5689.828348392817","","770","90","3","0.20","2","1","4","2","1","3306.463740764193","","1146","90","3","0.25","2","1","3","2","0","2525.8304443209854","","765","1","0","0","0","0","0","0","0","0","0","0","22","[1,2,3,4]","1","malaysia","1","0","0","female","firstyear","1","1","500.52","500.94","500.17","0.19","1094","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.245","10.16.96.245","05-03-2018 10:04:11","05-03-2018 10:02:47",
"11196","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","2","1","1","1903.1869388489867","","1642","270","3","0.15","1","1","1","1","0","0","","1896","270","3","0.20","1","1","4","1","2","5112.5702210456075","","1583","270","3","0.25","1","1","6","1","4","7690.024732069251","","1631","90","3","0.10","2","0","7","1","5","9328.714420435826","","2202","90","3","0.15","2","1","5","2","3","6704.437891178306","","973","90","3","0.20","2","-1","8","-1","5","11535.853902234252","","-1","90","3","0.25","2","0","3","1","2","3559.751925334458","","1541","1","0","0","0","0","0","0","0","0","0","0","17","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","502.43","515.89","500.44","5.09","1095","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.245","10.16.96.245","05-03-2018 11:29:41","05-03-2018 11:28:18",
"11197","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","6","2","3","7383.052926800126","","2724","270","3","0.15","1","0","5","2","3","6313.913971776317","","1058","270","3","0.20","1","1","4","1","2","5159.834792425332","","1139","270","3","0.25","1","-1","7","-1","3","10120.648112132621","","-1","90","3","0.10","2","0","3","1","2","2906.352273912824","","2241","90","3","0.15","2","1","1","2","0","0","","1613","90","3","0.20","2","1","8","2","3","13126.251469588198","","738","90","3","0.25","2","1","2","2","1","1619.8659390737884","","1273","1","0","0","0","0","0","0","0","0","0","0","17","[1,2,3,4]","2","Australia","1","0","0","female","firstyear","1","1","502.57","516.73","500.27","5.35","1096","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.54","10.16.97.54","05-03-2018 11:31:05","05-03-2018 11:29:20",
"11200","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","6","2","4","7905.478776706463","","1224","270","3","0.15","1","1","8","1","5","10119.178743128395","","1283","270","3","0.20","1","-1","1","-1","0","0","","-1","270","3","0.25","1","1","3","1","1","4595.2782639469515","","706","90","3","0.10","2","1","5","2","3","6369.634267976318","","1526","90","3","0.15","2","1","4","2","2","5317.669220723015","","1042","90","3","0.20","2","1","7","2","4","9145.010180085366","","968","90","3","0.25","2","1","2","2","0","3004.05303872699","","1583","1","0","0","0","0","0","0","0","0","0","0","18","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","500.53","500.9","500.31","0.18","1097","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.240","10.16.96.240","05-03-2018 11:36:05","05-03-2018 11:34:46",
"11211","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","0","1","2","0","0","","1296","270","3","0.15","1","1","2","1","0","1299.9479999998584","","1082","270","3","0.20","1","0","6","2","4","7166.380000009667","","2232","270","3","0.25","1","1","5","1","3","6199.752000000444","","958","90","3","0.10","2","1","3","2","1","2383.23799999489","","2613","90","3","0.15","2","0","7","1","4","9399.624000012409","","781","90","3","0.20","2","0","8","1","4","10182.926000008592","","1996","90","3","0.25","2","1","4","2","2","4999.7999999905005","","1194","1","0","0","0","0","0","0","0","0","0","0","25","[1,2,3,4]","2","USA","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1099","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","24.60.176.206","24.60.176.206","06-03-2018 09:23:27","06-03-2018 09:22:15",
"11213","study6ap","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","[1,2,3,4]","1","USA","0","","0","female","mturk","1","1","","","","","1100","Study 4a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","76.113.42.130","76.113.42.130","06-03-2018 09:28:43","06-03-2018 09:28:31",
"11214","study6ap","1","0","0","0","0","0","1","0","0","0","0","0","270","3","0.10","1","1","4","1","3","4616.070999996737","","1159","270","3","0.15","1","1","8","1","6","9851.007000004756","","1632","270","3","0.20","1","1","1","1","0","0","","1883","270","3","0.25","1","1","3","1","2","3344.9619999955758","","1268","90","3","0.10","2","0","7","1","6","8680.253999998968","","1170","90","3","0.15","2","1","6","2","5","6940.886999997019","","1732","90","3","0.20","2","1","2","2","1","1889.920000001439","","1450","90","3","0.25","2","1","5","2","4","5786.820000001171","","1141","1","0","0","0","0","0","0","0","0","0","0","56","[1,2,3,4]","1","United States","1","0","0","male","mturk","1","1","501.52","502.63","500.79","0.55","1101","Study 4a","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","71.237.58.162","71.237.58.162","06-03-2018 09:31:22","06-03-2018 09:30:04",
